text,sentiment
#TNCoronaUpdate 477 new #Covid19 cases today Total10585477384 from TamilNadu93 from other statesMaharashtra81Gujarat7Andhra1Bangladesh4#THREEDEATHS reported today1Gvt ,Neutral sentiment
CALM BEFORE THE STORM#storm #clouds #rain #puneblogger #pune #instapic #instadaily #instagram #wake #lockdown #coronavirus #covid19Pune Maharashtra ,Negative sentiment
As we are moving ahead towards our fight to survive against the pandemic disease COVID19 it getting much more essential to follow the rules of social distancing and covering our face through mask Lockdown 40 is ,Neutral sentiment
Basic Preparations for practicing Dentistry in Covid PandemicNeed to follow all guidelines and advisory suggested by regulatory authoritiesClinic LocationDr Sachin ChinchaleNashik ,Positive sentiment
#jeeupdate2020#jeeiit2020#jeenit #Counselingupdate2020#delay#covid19Dreams Coaching InstitutePhysics Maths Chemistry Coaching Centre ,Neutral sentiment
Chasing the #sun #sunrise #lake #clouds #travelphotography #covid19 #lockdown2020 #lockdown #lockdowndiaries #quarantine #stayhome #stayhome #stayhealthy #landscapephotography #landscape #yoga ,Negative sentiment
#iShot #MobilePhotography #Evolution #TimeLapse #budsbloomsandblossoms #EarlyMorningPhotography #LockDown #COVID19 #StayHome #5400secondsLucknow Uttar Pradesh ,Positive sentiment
Fuck fear drink beer Fuck corona alsoBrewklyn Microbrewery ,Negative sentiment
#Canon #DSLRPhotography #Evolution #TimeLapse #budsbloomsandblossoms #EarlyMorningPhotography #LockDown #COVID19 #StayHome #5400secondsLucknow Uttar Pradesh ,Neutral sentiment
Maharashtra on Saturday reported 1606 new coronavirus cases and 67 deaths due to coronavirus in the biggest singleday jump so far The total number of coronavirus cases in the state has risen to 30706 while the ,Positive sentiment
Best part of WFH#createathome #COVID19 #CORONA #homequarantine #lockdown2020 #wfh#dog #petstagram #dogsofinstgram #pamperedpets ,Neutral sentiment
Vegan birthday choc cream cake and Mothers Day vegan choc cake for mom Both made by amritasmagic #vegan #dessert #vegancream #chocolattecake #veganbirthday #mothersday #corona #lockdown #funathomeMumbai ,Positive sentiment
Easy vegan cooking1 Raw Sprouts 2 Sizzling pizza with vegan cheese3 Capcisum and grated carrotboats#raw #vegan #healthy #health #yummy #veganfoodshare #corona #lockdownMumbai Maharashtra ,Neutral sentiment
Humans of India #shotononeplus #tribe #tribes #tribal #mobilephotography #portrait #portraitphotography #face #faces #humansofindia #stayhome #staysafe #lockdown2020 #lockdown #covid19 #quarantine #life #happy ,Positive sentiment
COVID19The Tribune coverage#IndiaFightsCoronaIndia ,Neutral sentiment
Stay home for bettertomorrow #stayhomestaysafe #covid19 #kerala #keralamodel #sundaylockdownV4VELNES ,Positive sentiment
3 NU profs develop mathematical model of Covid19 spreadCould Be Used To Minimize Infection Rate Improve RecoveryVaibhavGanjapurecom Nagpur Three Nagpur University professors have developed a ,Neutral sentiment
Some remediesfor my time in lockdown#niece#guitar #coronavirus #lockdownNoida,Neutral sentiment
 They took out the trash from the drainage line to avoid flooding during monsoons but left it on the road since couple of days to spread more problems among us If they dont have enough man power then dont do half work during c,Negative sentiment
Only a life lived for others is a life worthwhile Kudos to followers of Sant Shri Asharamji Bapu for their services during Corona Lockdown ,Neutral sentiment
#summer #stayhome #corona #2020 #India #andhrapradeshVijayawada International Airport ,Neutral sentiment
If you want to lift yourself up lift up someone else Sant Shri Asharamji Bapu jis disciples are working day and night for the upliftment of those who are badly hit during corona lockdown ,Positive sentiment
To fold the hands in prayer is good to open them in charity is betterDistribution of food amp other necessities during Corona Lockdown by Sant Shri Asharamji Bapu is truly appreciable ,Positive sentiment
Join us at Live Church Service every Sunday at 930 am onPASSION LIGHTHOUSE CHURCHYoutube channel andFacebook page#indiafightscoronaIn order to prevent the spread of Covid19 infection Government of India ,Positive sentiment
Hassle Free Home InteriorsCall our experts on 9241117111 #TASAinteriordesigner Bangalore Factory up and running with all #Covid Saftey and hygiene protocols in ,Neutral sentiment
Know the virus know CORONA know COVID 19 know SARSCoV2Rainbow Hospital ,Negative sentiment
Due to Corona Lockdown 1000s have lost their earningsShri Yog Vedant Seva Samiti Bengaluru inspired by Sant Shri Asharamji Bapu distributed Ration kits to families of daily wages labourers in Bengaluru,Positive sentiment
Beat the heat#fashionquotes #quotes #thoughtoftheday #sundayfunday #style #simpleway #saying #complicated #thingstodo #dressup #wear #smart #covid19 #familystore#menswear #kidswear #girlswear ,Positive sentiment
Philanthropy is all about making a positive difference in the world by devoting your resources and your time to the needy onesKudos to disciples of Sant Shri Asaram Bapu Ji for their Covidrelief works ,Positive sentiment
Sant Shri Asaram Ji Bapu amp his devotees always try their best to benefit humanityThis time when corona came out as dangerous threat to human race his ashrams are providing necessary things to people,Neutral sentiment
There is incredible value in being of service to othersCovidrelief services by Sant Shri Asaram Bapu Ji ashrams is bringing smiles on faces of thousands of needy people,Neutral sentiment
Purpose of human life is to serve amp to show compassion amp the will to help othersKudos to followers of Sant Shri Asharamji Bapu who have found a way to help the society even in this Corona Lockdown period,Positive sentiment
#cinemagraph #therathoresaab #coronavirus #covid19 #coronameme #lockdown #lockdowndiaryRead my thoughts on#yourquote #quote #stories #qotd #quoteoftheday #wordporn #quotestagram #wordswag ,Negative sentiment
Undoubtedly Sant Shri Asharamji Bapu is a Benefactor of Deprived Covid relief works inspired by him speak volumes about this #,Negative sentiment
Ordering a Pizza is cliched but ordering might not be cliched any more because of the current Covid19 situation Making a Pizza at home could be the new cliche ButSlowfermented dough with home made pizza ,Negative sentiment
The COVID19 casesShastrinagarvashinakachembur in MEAST WARD is increasing gradually amp they are not getting bed in hospital and the family of the patient were not QUARANTINE and the people of area is suffering from these ,Positive sentiment
Due to Corona LOCKDOWN lots of daily wage labourers lost their jobs amp were facing difficulties for arranging even the basic necessitiesAt such times great sewa have been done by disciples of Sant Shri Asaram Bapu JiHats off to them #,Positive sentiment
Day 52Outbreak the food hunger#coronavirus #coronawarriors #stayhome #arvindkejriwal #narendramodiLittle SEEDS NGO ,Positive sentiment
tools#LetsFight #Covid19 #together Avail precautionary cleaning and disinfection facility for all Apple maciPhoneiPadiWatchAirPodAt tools we are offering this service to all Apple ,Positive sentiment
During Corona Lockdown disciples of Sant Shri Asharamji Bapu are engaged in serving humanity all over the country,Neutral sentiment
Society is grateful to Sant Shri Asaram Bapu Ji whose ashrams are tirelessly helping the needy during coronalockdown #,Positive sentiment
I would like to admire these Covid relief works of Sant Shri Asharamji Ashrams wholeheartedly #,Positive sentiment
Sant Shri Asharamji Bapu always encourages his disciples to help othersDuring this Corona Lockdown his disciples have devoted themselves in service of the country ,Neutral sentiment
No mainstream media has the guts to show Covidrelief services by Sant Shri Asharamji BapuIts Him only who inspires his devotees to serve the needyBut media is mute on this Eventually they just hv an agenda to feed the negativity#,Positive sentiment
The shine ofis destroying darkness from lives of 1000s of people all over the country who have been affected in this Corona Lockdown ,Positive sentiment
The Australian media accolades the Covid relief works inspired by Sant Shri Asharamji Bapu See the coverage of THE BRISBANE INDIAN TIMES ,Neutral sentiment
Today Our Team sanitizing Worked at wadala kokari Agar Road Siddharth amp Ambedkar Nagar We sanitize Total 200 Familiies with shops amp Public Toliet#coronavirus #corona #coronavid19 #covid19 #coronavirusmemes #ngo ,Positive sentiment
On duty covid 19Tayal Hospital ,Neutral sentiment
AntiHindu media channels defamed INNOCENT Sant Shri Asharamji Bapu dayandnight in a BOGUS caseWhy no news on the immense sewa activities being done under his guidance during Corona Lockdown,Positive sentiment
Hats off to this mantaking out time to feed the birds#mumbai #birds #covid19 #lockdownMumbai Maharashtra ,Positive sentiment
There is no higher religion than service to HumanityKudos to disciples of Sant Shri Asharamji Bapu for the largescale Covidrelief services,Positive sentiment
By helping the poors in this hour of Corona crisis disciples of Sant Shri Asharamji Bapu are setting an excellent example of humanity ,Negative sentiment
 Purpose of human life is to serve amp to show compassion amp the will to help othersKudos to followers of Shri Asharamji Bapu who have found a way to help the society even in this Corona Lockdown period #,Positive sentiment
#COVID19StayHomeStaySafe #Corona virusTO CORONA WORRIORS #sanitizer #NANO SPRAY SANITIZERWITH FAN#NEW quality product #Wholesalepriceavailable9990475385Delhi India ,Positive sentiment
Welfare activities during COVID19 done by disciples of Sant Shri Asharamji Bapu gives the message thatTrue joy amp fulfillment is found not in being served but in choosing to serve #,Positive sentiment
 There is incredible value in being of service to othersCovidrelief services by Sant Shri Asaram Bapu Ji ashrams is bringing smiles on faces of thousands of needy people#,Positive sentiment
 Shri Asaram Ji Bapu amp his devotees always try their best to benefit humanityThis time when corona came out as dangerous threat to human race his ashrams are providing necessary things to people#,Positive sentiment
 Only a life lived for others is a life worthwhile Kudos to followers of Sant Shri Asharamji Bapu for their services during Corona Lockdown#,Neutral sentiment
 Undoubtedly Sant Shri Asharamji Bapu is a Benefactor of Deprived Covid relief works inspired by him speak volumes about this #,Negative sentiment
 I would like to admire these Covid relief works of Sant Shri Asharamji Ashrams wholeheartedly #,Neutral sentiment
Self done Corona cut under lockdownDum Dum Park Tank No 3 ,Negative sentiment
Covidrelief services by Sant Shri Asharamji Bapu Ashrams inspire us greatly to replace our selfish efforts into selfless social services,Negative sentiment
Feeling proud to present my views on how indian culture can help to grow economy post covid during the national webinar Here we go with my presentation MasaM ,Negative sentiment
#bantiktok #tiktokspam #notiktok One thing I can do to support India right now is to ban this type of ads from my Instagram accountCorona Aur Tiktok dono ek hi desh k Beej he #tiktok #tiktokchallenge ,Positive sentiment
Baby chick#COVID19 #homequarantine #weekend #vibe ,Positive sentiment
National Lockdown Extended Till May 31 to contain the spread of COVID19#nationallockdown#lockdown#covid19 #covid19 #india #bharat #alslawfirm #alssolicitors #lawyers #lawfirm #legalconsultants ,Neutral sentiment
#worthingtonjet #waterdropphotography #creativephotography #canonphotography #canon80d #canon100mmmacro #lockdown #pandemic #covid19Hyderabad Hightech City ,Positive sentiment
Here are some pictures from the only day I put on makeup during this lockdown PS its Sunday Just in case you didnt know #makeup #coronavirus #lockdown #quarantinelife ,Positive sentiment
Sant Shri are going on at a massive scale across the Nation in this critical period of Corona crisisOnly A True Saintly person can think n do this that too by risking his life Hats off to disciples of Sant Shri Asharamji Bapu ,Positive sentiment
Due to Corona epidemic many poor people were facing food problems In such a situation food arrangements for the needy were made by Sant Shri Asharamji Bapu Ashram#,Negative sentiment
 Due to Corona LOCKDOWN lots of daily wage labourers lost their jobs amp were facing difficulties for arranging even the basic necessitiesAt such times great sewa have been done by disciples of Bapu JiHats off to them #,Positive sentiment
Thermal screening metal detector door#thermalcamera #cctv #covid19 #indians #management #corporateoffice #enterpreneur #bestsolution #freeconsultationConnaught Place New Delhi ,Neutral sentiment
 By helping the poors in this hour of Corona crisis disciples of Sant Shri Asharamji Bapu are setting an excellent example of humanity #,Positive sentiment
 Sant Shri Asharamji Bapu always encourages his disciples to help othersDuring this Corona Lockdown his disciples have devoted themselves in service of the country #,Positive sentiment
India records its fastest #covid19 Cases in the past 24 hours #hyderabad #india #telengana #coronavirus #treat #tiktok #tiktokindia #lockdown #lockdown40Greater Hyderabad ,Positive sentiment
 Welfare activities during COVID19 done by disciples of Sant Shri Asharamji Bapu gives the message thatTrue joy amp fulfillment is found not in being served but in choosing to serve #,Negative sentiment
Sant Shri Asharamji Bapus Yuwa Sewa Sangh is working to overcome the problems of lack of ration in poor houses due to Corona lockdown ,Positive sentiment
Eric and Junior are really trying to compete with their father for who can be the most colossal dumbass of all time ,Neutral sentiment
Wow Guess this is pretty on brand for a Trumpian sycophant though ,Positive sentiment
We provide a safe and clean house constructionOur team works in proper guidelines to protect you and your family with #covid19 VirusOur first priority is safety of allContact us for more ,Negative sentiment
####indiafightscorona#coronavirusFollow #photoediting #graphic #art#design #illustration #artist #creative#artwork #logo #graphics #designer #sketch#photoshop ,Positive sentiment
Press Release Health condition of 19 COVID19 active cases stable474 evacuees reach LehLeh May 17 According to the media bulletin released by the Directorate of Health Services UT Ladakh on the daily report ,Positive sentiment
 No mainstream media has the guts to show Covidrelief services byIts Him only who inspires his devotees to serve the needyBut media is mute on this Eventually they just hv an agenda to feed the negativity#,Positive sentiment
CORONAVIRUS HAS PROVED THAT EVERYTHING AROUND US IS SO TEMPORARYThings our lives revolved around #work #gym #malls #movies #society have all gone for a toss as we are learning to ,Neutral sentiment
#cp #cerebralpalsykids #corona #childrenTrishla foundationcerebral palsy awareness ,Positive sentiment
 AntiHindu media channels defamed INNOCENT Sant Shri Asharamji Bapu dayandnight in a BOGUS caseWhy no news on the immense sewa activities being done under his guidance during Corona Lockdown #,Neutral sentiment
 Society is grateful to Sant Shri Asaram Bapu Ji whose ashrams are tirelessly helping the needy during coronalockdown #,Neutral sentiment
 The shine of #,Positive sentiment
I miss my before Quarantine Look#coronaeffect #coronavirus #corona #coronamemes #triplesTriple S Productions ,Positive sentiment
 Due to Corona Lockdown 1000s have lost their earningsShri Yog Vedant Seva Samiti Bengaluru inspired by Sant Shri Asharamji Bapu distributed Ration kits to families of daily wages labourers in Bengaluru #,Positive sentiment
PRICES OF PETROL AND DIESEL HIKED IN ODISHAThe Odisha government on Saturday increased VAT on petrol by 6 pc and diesel by 2 pc to compensate for the loss of revenue because of extended lockdown to fight Covid ,Positive sentiment
ODISHA PLANS ON TURNING THE CORONAVIRUS QUARANTINE CENTRES INTO CYCLONE AMPHAN SHELTERSJust over a year after cyclone Fani hit Odisha another cyclonic storm Amphan is brewing in the Bay of Bengal and posing ,Negative sentiment
 The Australian media accolades the Covid relief works inspired by Sant Shri Asharamji Bapu See the coverage of THE BRISBANE INDIAN TIMES #,Positive sentiment
The Snoopy SableYellowthroated MartenCOVID19 National Lockdown Day54bbcearth #asiaphotography2018 #bbcwildlifepotd #EarthCapture #EarthinFocus #clawsnwings #clawsnwings #ThroughYourLens ,Positive sentiment
 To fold the hands in prayer is good to open them in charity is betterDistribution of food amp other necessities during Corona Lockdown by Sant Shri Asharamji Bapu is truly appreciable#,Neutral sentiment
FIGHT AGAINST FOR COVID 19 #NOT FOR PATIENTSAnantapur Andhra Pradesh ,Positive sentiment
I participated in Solidarity Tribute Run Walk For Corona Warriors organized by #desiakhadaI completed 20 km walk at my rooftop #desiakhada#virtualrunJaipur Rajasthan ,Positive sentiment
A startup Indian Robotics Solution founded by SagarGupta Naugriya has developed and successfully tested a pentaperformer drone named Thermal Corona Combat Drone TCCD which can be very useful in the fight ,Positive sentiment
 Due to Corona epidemic many poor people were facing food problems In such a situation food arrangements for the needy were made by Sant Shri Asharamji Bapu Ashram#,Neutral sentiment
Nothing will work unless you do #afterlongtime #lockdown #coronaeffect #coronavirus #instagood #instagood #instagram #insta #instamood #instacool #red #blue #yoga #yogi #artistsoninstagram #artist #art #dance ,Positive sentiment
 Covidrelief services by Sant Shri Asharamji Bapu Ashrams inspire us greatly to replace our selfish efforts into selfless social services#,Negative sentiment
 Philanthropy is all about making a positive difference in the world by devoting your resources and your time to the needy onesKudos to disciples of Sant Shri Asaram Bapu Ji for their Covidrelief works#,Negative sentiment
Follow Us For Puducherry amp Tamilnadu News #puducherry #TamilNadu #Master #Valimai #Covid19tamilnadu #Covid19Pondicherry ,Positive sentiment
HAVE A GOODDAY #v4velnes #onlinesupermarket #onlinegrocery #kerala #kozhikode #calicut #covid19V4VELNES ,Positive sentiment
Want to Earn BIGJoin CRIZER WORLD one of the Crowdfunding Platform #crizerworld #crowdfunding #studentlife #covd19 #corona #businesswoman #jobsearch #digitalillustration #happy #followme #nstagood #tbt ,Neutral sentiment
Classes in future #collegelife #schoollife#onlineclasses #collegememes#funnyvideo #funny #funnyvideos #comedy #fun #funnymemes #memes #lol #video #meme #humor #comedyvideo #coronavirus #funnyposts#funnymeme ,Positive sentiment
Lenses CentreAbid amp Secunderabad Branch is open to serve you from 10 AM to 5 PM COVID19 safety and hygiene protocols are ensured in our showroomsFor appointmentassistance of any kind please reach us ,Positive sentiment
Lenses Centreat Abids amp Secunderabad is open onwards to serve you from 10 AM to 5 PM COVID19 safety and hygiene protocols are ensured in our showrooms For appointmentassistance of any kind please reachus ,Positive sentiment
Miss the boys Miss live music Miss people #quarantine #covid19 #whenwillitend #freeus #livemusic #rathskeller #2020sucks #keepfaith #spreadloveRathskeller Restaurant ,Neutral sentiment
What Will Be Crickets New Normal After COVID19 Crisis#natgeoyourshot #natgeotravellerindia #RaisinGeorge #IncredibleIndia #MagicHour #Drone #droneoftheday dji #DroneShot ,Neutral sentiment
The Caped Crusader of our times #covid19 #coronavirus #lockdown #sanitizer #facemask #lockdownlife Munnekolal Marathalli Bangalore ,Positive sentiment
Absolut Watermelon #quarantini #covid19 cocktailsIndian Wells California ,Positive sentiment
A gloomy start to Lockdown 40 in Chennai India Good Morning World#goodmorningworld #goodmorning #lockdown #covid19 #covid19Chennai India ,Neutral sentiment
#covid19 #lockdown #morningessentials #Temple #hinduism #dhaja #mahadevhar Devotion is the sweetest emotion you can nurture within yourself#shadesofshivanjaliAhmedabad India ,Positive sentiment
i am what i am i will never try to be some one else #stayhome #staysafe #quarantines #lockdown #covid #pandemic #selflove #selfie #selfcare #acting #nakkalites #nakkalitesnivi #Youtuber#actor,Positive sentiment
Some Serious Disscussion On Covid19#Adidas Cap#Mask#Reeboktshirt#Levisjeans#SparxslipperIndia Gate ,Neutral sentiment
Beat the heat#mondayquotes #mondaymorning #quoteoftheday #motivationalquotes #reminder #youare #amazing #youwillgetthere #indiafightscorona #covid19 #menswear #kidswear #girlswear #indianethnic #furnishings ,Neutral sentiment
The congested and closed environment of Indian jails is conducive to transmitting corona infection Social distancing may not be possible due to lack of space Prison officials should pay more attention to this and should#SavePrisonersGrantParole ,Positive sentiment
Prisoners too are humans they too have the right to be safe Jails are not safe these days Jaipur like situation where 116 jailinmates got infected with covid19 should not repeat in other jails#SavePrisonersGrantParole ,Negative sentiment
The elderly may have weathered many a storm in their lives but lets care for them during the coronavirus pandemic Essentials for the old age home#indiafightscorona #careforelderly #covid19All Saints ,Positive sentiment
Drop a heartif you agreed to it #dil #pyaar #loveshayari #lovepoetry #lovequotes #love #poetry #theunprofessionalwriter #quarantinelife #lockdown #quarantine #corona#coronamemes #stayhome#staysafe ,Positive sentiment
Thermal Access Control System for this pandemics COVID19#management #managers #accesscontrol #cctvonline #indians #enterpreneur #corporateoffice #covid19 #unite #fightagainstcoronavirus #itmanager #itservices ,Neutral sentiment
Corona has severely affected Jaipur jail Govt must ensure safety of prisoners Condition like Jaipur jail must not repeat in other jails of the country#SavePrisonersGrantParole,Positive sentiment
Yes the religion where you see people sacrifice everythingincluding money clothes amenities #jain #Jainism Hashtags#Life #Love #twitter #Coronavirus #lifeisgood#Vegan #youtuber #youtubers #youtubechannel ,Positive sentiment
Prisons can easily become Corona hotspots because Closed n Congested environment no proper ventilation Elderly people have less immunity n already ill so more prone to infections Due to lack of space social distancing is impossible Hence to#SavePrisonersGrantParole ,Positive sentiment
Looking For Beautiful Home interiors Call our experts on 9241117111 #TASAinteriordesigner Bangalore Factory up and running with all #Covid Saftey and hygiene protocols in place ,Neutral sentiment
God Has A PlanTrust ItLive It Enjoy It #carryminati #foryou #tiktok #trending #youtube #coronavirus #india #stayhome #staysafe #covid19 #gharpebaitho #himanshikhurana #himanshuxlxRoorkee ,Neutral sentiment
Jaipur jail has become the 3rd biggest Corona HotspotGovt must grant parole to prisoners for their safety#SavePrisonersGrantParole ,Positive sentiment
Stay Home Stay Safe#covid19 #coronavirus #2020 #StaySafeStayHome #pandemic #history#lets #not #repeat keep following Noida ,Negative sentiment
Recently 5 prisoners have been found corona positive in MP Government should take this into consideration and ensure the safety of prisoners#SavePrisonersGrantParole,Positive sentiment
#SavePrisonersGrantParole Death of Agra Central jails inmate due to Covid19 is an alarm for safety of prisoners Prisoners must be released as there is a threat to their lives ,Positive sentiment
Our office is open now and we commit to take all precautions needed for corona #lappyfy #gyancomputers #gyaneshtech #gyaneshtechtonics #gyan #laptop #desktop #laptops #bestlaptopinrohini #bestlaptopindelhi,Positive sentiment
Prisoners are at high risks due to corona their safety is also a concern Govt must contemplate to#SavePrisonersGrantParole,Positive sentiment
Indian jails are overcrowded than their sanctioned capacity hence social distancing is impossible GOI should#SavePrisonersGrantParole in order to prevent community transmission of Corona ,Neutral sentiment
The other side of coronavirusCOVID19 ,Neutral sentiment
 Corona virus do not check whether person is ministerpoliceengineer or prisoner Then why no orders taken on granting parole#SavePrisonersGrantParole ,Positive sentiment
A big question on the evacuation process of UT admin LadakhEven after the evacuation of majority of stranded people of Ladakh Stranded patients is yet to be evacuatedMay 17 Jammu Amid COVID19 lockdown the ,Positive sentiment
Wows theres fake what the hell are you hard on religious freedom this make guts and then wows America coronavirus case number one first ranking in the world then America trump believes powerful weapons till Israel ,Positive sentiment
Jaipur Jail has become new Corona hotspot As of May 16 out of 177 Corona positive cases 116 r from Jaipur jail only To prevent spread Govt must take quick steps for quarantine purposes of prisoners from all over d country#SavePrisonersGrantParole ,Positive sentiment
Jaipur jail has become the 3rd biggest jail Hotspot of Corona Govt must grant parole to prisoners for their safety#SavePrisonersGrantParole ,Neutral sentiment
Corona has also infiltrated detainees across the country which is a matter of great concern Prison administration can also ease its responsibility by#SavePrisonersGrantParole who are at greater risk like elderly prisoners,Positive sentiment
Jaipur jail became 3rd largest Jailhotspot in a single day in d country Health Officials should note that to stop the threat of transmission prisoners from jails all over d nation need to be released for social distancing#SavePrisonersGrantParole ,Positive sentiment
When jails are already overcrowded social distancing isnt possible then why is Govt not ordering the release of prisoners on parole Conditions are deteriorating This is total negligence on the part of administration#SavePrisonersGrantParole ,Neutral sentiment
 Corona virus do not check whether person is ministerpoliceengineer or prisoner Then why no orders taken on granting parole#SavePrisonersGrantParole,Positive sentiment
Overcrowded jails are emerging asCorona hotspots Arthur Road prison authority has informed that the total number of positive Covid19 cases reached to184 of which 26 are staff members n rest r inmates Need of the hour is to#SavePrisonersGrantParole ,Positive sentiment
Mumbai has become the capital of Corona in the country In Arthur Road jail as well as central jail hundreds of prisoners are found Corona positive In order to save their lives Jail authorities should#SavePrisonersGrantParole for quarantine purpose,Positive sentiment
 Covid 19 is a pandemic disease and highly infectious disease In jaipur city Corona patients are increasing very fastly and majority of patients are from central jail Government must#SavePrisonersGrantParole ,Neutral sentiment
Considering Jaipurs recent cases of covid19 in jail prisoners from jails all over the country must be released as social distancing is not possible for jailinmates#SavePrisonersGrantParole ,Positive sentiment
#SavePrisonersGrantParole as the number of Corona positive cases are increasing alarmingly in jails Jail administration fails to ensure the safety of each n every inmate,Positive sentiment
 Just for safety government must take step to protect prisoners from spread of Corona Virus#SavePrisonersGrantParole,Positive sentiment
I have old namaz dress for eid stay home safe deadlock in the occupation coronavirus #coronavirus #fuckhumanity #stayhome #coronavirus #wows #imbecomeno1 #destroyed #partnerships #sorrynotsorry #neversorry ,Negative sentiment
 Prisoners too are humanthey also have right to be safe Jails are not safe these days Jaipur like incidents where 116 jail inmates got infected with covid19 must not be happened #SavePrisonersGrantParole,Neutral sentiment
 Corona has severally affected Jaipur jail Govt must ensure safety of prisonersincidents like Jaipur must not be repeated #SavePrisonersGrantParole,Neutral sentiment
#Lockdown 40 ~ Hunger and unemployment will cause more deaths than #Corona in India ~ May 18 2020 ~ #VermaFamilyDiary ~ #Pugloo the #pup ,Neutral sentiment
 Jaipur Jail has become new Corona hotspot as on May 16 Out of 1,Positive sentiment
Corona has severally affected Jaipur jail Govt must ensure safety of prisonersincidents like Jaipur must not be repeated #SavePrisonersGrantParole,Negative sentiment
 Considering Jaipurs recent case of covid19 in jailPrisoners must be released as social distancing is not possible for jail inmates#SavePrisonersGrantParole,Neutral sentiment
Jaipur Jail has become new Corona hotspot as on May 16 Out of 1,Neutral sentiment
Considering Jaipurs recent case of covid19 in jailPrisoners must be released as social distancing is not possible for jail inmates#SavePrisonersGrantParole,Positive sentiment
Prisoners too are humanthey also have right to be safe Jails are not safe these days Jaipur like incidents where 116 jail inmates got infected with covid19 must not be happened #SavePrisonersGrantParole,Neutral sentiment
Jaipur jail became the third largest Jailhotspot in a single day in country Health Officials should note that to stop the threat of community transmission and to#SavePrisonersGrantParole to them for social distancing,Positive sentiment
 Jaipur jail has become the 3rd biggest Corona Hotspot ,Positive sentiment
Jaipur jail has become the 3rd biggest Corona Hotspot Govt must grant parole to prisoners for their safety#SavePrisonersGrantParole ,Neutral sentiment
 Mumbai has become the capital of Corona in the country In Arthur Road jail as well as central jail hundreds of prisoners are found Corona positive In order to save their lives Jail authorities should#SavePrisonersGrantParole for quaranti,Neutral sentiment
So here it is guys the 3rd ep of AQUASPEAKS do check it out And do share if you feel its something new and informatic#all #igdaily #instagram #fish #tilapia #africa #india #covid19 #vaccine #me ,Negative sentiment
It is beyond understanding dat when jails r already overcrowdedsocial distancing cant possibleso why did d GOI not order d release of prisoners D conditions r deterioratingDis is total negligence on d part of administration#SavePrisonersGrantParole ,Positive sentiment
Honoured to receive HFF HERO CERTIFICATE of Achievement for My contribution in the phase of COVID19 It feels Proud to receive the HFF HERO CERTIFICATE Thanks NAVED SHAIKH JIfor this Honour ,Positive sentiment
#SavePrisonersGrantParole as the number of Corona positive cases are increasing alarmingly in jails Jail administration fails to ensure the safety of each n every inmate ,Positive sentiment
 Jaipur Jail has become new Corona hotspot As of May 16 out of 177 Corona positive cases 116 r from Jaipur jail only To prevent spread Govt must take quick steps for quarantine purposes of prisoners from all over d country#SavePrison,Neutral sentiment
Our folks dont require #social #distancing Yes Were still open for business So if you cant #shoot in COVID times our #animation stars have all the dates available Do connect with us for #adfilms and #promo ,Positive sentiment
Lets fight COVID 19Surat Gujarat ,Positive sentiment
Supreme Court comes up with new guidelines for hearing matters from May 18 to June 19#supremecourtofindia #supremecourt #videoconference #proceedings #lockdown#covid19#covid19#india#alslawfirm ,Neutral sentiment
Vadodara #COVID19 tally reaches 712 with 21 new cases todayTotal samples tested 149Death toll35 Three deaths declared today51 M from Wadi and 53 F from Panigate both of whom died on May 772 M from ,Positive sentiment
 Considering Jaipurs recent cases of covid19 in jail prisoners from jails all over the country must be released as social distancing is not possible for jailinmates#SavePrisonersGrantParole ,Negative sentiment
Vadodara #COVID19 tally reaches 712 with 21 new cases todayTotal samples tested 149Death toll35 Three deaths declared today51 M from Wadi and 53 F from Panigate both of whom died on May 772 M from ,Neutral sentiment
 Recently 5 prisoners have been found corona positive in MP Government should take this into consideration and ensure the safety of prisoners#SavePrisonersGrantParole,Negative sentiment
 Indian jails are overcrowded than their sanctioned capacity hence social distancing is impossible GOI should#SavePrisonersGrantParole in order to prevent community transmission of Corona,Neutral sentiment
#SavePrisonersGrantParole Death of Agra Central jails inmate due 2 Covid19 is an alarm for safety of prisoners Prisoners must be released as there is a threat to their lives,Negative sentiment
 Prisoners too are humans they too have the right to be safe Jails are not safe these days Jaipur like situation where 116 jailinmates got infected with covid19 should not repeat in other jails#SavePrisonersGrantParole ,Positive sentiment
 Prisons can easily become Corona hotspots because Closed n Congested environment no proper ventilation Elderly have less immunity n already ill so more prone to infections Due to lack of space social distancing is impossible Hence #Sa,Positive sentiment
 Corona has also infiltrated detainees across the country which is a matter of great concern Prison administration can also ease its responsibility by#SavePrisonersGrantParole who are at greater risk like elderly prisoners,Positive sentiment
 Prisoners are at high risks due to corona their safety is also a concern Govt must contemplate to#SavePrisonersGrantParole,Positive sentiment
 Jaipur jail has become the 3rd biggest Corona Hotspot ,Positive sentiment
Digital Roundtable Talk with Supertech Regarding Progress and Delays Of the Project Zoom Video Call#Quaratinelife#FightAgainstCorona #Covid19 #Lockdown40 #SupertechHues ,Negative sentiment
 Corona has severely affected Jaipur jail Govt must ensure safety of prisoners Condition like Jaipur jail must not repeat in other jails of the country#SavePrisonersGrantParole,Neutral sentiment
#lockdown4Life Change#businessowner #newideas #lockdown #corona #mask #somethingnew #coronavrus #lockdown2020GURGAON ,Positive sentiment
